true_label,iso_forest_scaled,oc_svm_scaled,autoencoder_scaled,combined_risk_score
0,51.33113571247057,82.39143209818982,3.961972093922482e-06,44.57419059087749
0,37.83834380413569,18.647178812874294,4.744590509542625e-06,18.8285091205335
0,7.600123993846905,23.245083976185153,3.3286318948353744e-07,10.281736100965082
0,8.760560977061749,16.472739028411393,6.190419144188707e-07,8.411100208171684
0,16.641763890814126,19.675398144009897,1.1320760880581012e-06,12.105721055633369
0,9.696310871837397,25.302707597561646,7.362994830728081e-07,11.666339735232844
0,14.07416230509995,25.381905218857792,5.533632766564428e-07,13.15202269244034
0,2.4681450186905054,19.027133658392156,2.7667420684881745e-07,7.165092984585623
0,8.221878926277485,26.552646430813798,1.4623376702935704e-06,11.591508939809652
0,12.596498779018352,19.995508398961693,4.3663499380401396e-07,10.864002538205012
0,4.324308656434662,24.60306995100679,4.1858912482526467e-07,9.642459675343526
0,0.23396469074897108,14.982428756526328,3.5110215699328086e-07,5.072131266125819
0,25.66809642109762,28.57818267024396,3.5650228717831144e-06,18.08209421878815
0,57.73843951825324,64.59921869182553,3.392631723996294e-06,40.77922053423683
0,35.19336874000215,20.706360656875606,6.558017983078477e-07,18.633243350893185
0,14.292722109535653,16.931379410929246,9.426382951693796e-07,10.408034154367732
0,7.570943245213371,26.535925656577643,2.9014858182404434e-07,11.3689563973132
0,11.4171471295353,30.062029750265758,1.5983161586381705e-06,13.826392826039074
0,9.500739294437643,21.696463777143997,3.7543888654203334e-07,10.39906781567351
0,6.585979916409846,18.529921886159137,3.8506889605737813e-07,8.371967395879294
0,17.684811998785527,24.367482190738333,4.190983913345118e-07,14.017431536207418
0,45.465248718222576,35.42086448663501,1.159524289368399e-05,26.962041600033498
0,39.24813903634527,10.301149581250188,1.8731916099424418e-06,16.51643016359569
0,12.88485555249171,13.045131486505593,4.092653720789035e-07,8.643329149420891
0,20.422726345812777,27.59873332498107,1.3325255291986349e-06,16.007153667773125
0,2.4341714511449872,21.143385742458168,2.993697080600154e-07,7.859185830990955
0,7.654166025333884,22.85654021756799,4.2163068607854944e-07,10.170235554844188
0,11.331901378669134,25.678628185460816,3.243400539224085e-07,12.33684329615667
0,12.052306430694113,26.447718841389023,1.1636961441290994e-06,12.833342145259762
0,7.682278841476582,18.888507412045563,3.1632730562044877e-07,8.856928856616483
0,11.874477925378658,18.634626126782745,1.0016216761944624e-06,10.16970168459436
0,6.464376778053002,23.192457816246087,3.88476738841524e-07,9.885611660925276
0,4.006933079066104,20.697306147886945,4.7682521050087907e-07,8.234746567926086
0,6.453732543692762,15.874720113612565,1.589740259961287e-07,7.442817605426451
0,5.1889987389904,24.991825525070794,6.229711074845988e-07,10.060274962344101
0,17.358741921888495,25.49489961820472,1.2250236596223156e-06,14.284547588372291
0,42.60140349493452,29.229581184413988,1.2233519039776348e-05,23.94366563762252
0,7.383581919781851,20.368200543879368,1.3578713960596218e-07,9.250594199816119
0,16.691474930492742,31.797617961723258,6.787215673615934e-06,16.163033226477225
0,0.0,15.334044176052148,2.1539484575410324e-07,5.111348130482331
0,0.4448090288527765,15.570065333336212,2.282377749103148e-07,5.3382915301422535
0,10.263464279355642,17.682900811777603,9.533913260595719e-08,9.31545506215746
0,5.630975268196916,16.2346734209668,4.774557236643847e-07,7.28854972220648
0,8.121677869648538,14.886126392281518,4.3329829414518404e-07,7.669268231742783
0,18.023849419938447,19.511663821263404,2.43673354240577e-07,12.511837828291737
0,12.745609880941522,24.925256235492313,1.4480185627546963e-06,12.556955854817467
0,21.34555068482486,34.07744414302124,1.5887584858433236e-06,18.474332138868196
0,39.78825986760144,14.048605459738198,1.6661347208295525e-06,17.94562233115812
0,13.044888768881252,21.637358091244717,9.9593961433846e-07,11.560749285355195
0,10.246696476687013,17.183736545815517,7.485713176450621e-08,9.143477699119886
0,3.5310926246932834,21.626339232841758,7.412658136384499e-07,8.385810866266953
0,9.556046203397955,29.741186363865495,7.984394238140061e-07,13.099077788567625
0,1.7955908032253634,18.431286013996584,3.8487722303721897e-07,6.742292400699722
0,15.16109951970913,27.543239238657286,1.0607234013070286e-06,14.234779939696606
0,9.607325439146123,25.651904584661217,1.5980239857026454e-06,11.753077207277109
0,6.31365897160201,16.488875002859036,2.6074223207381054e-07,7.60084474506776
0,17.88041221526915,26.522886263513733,6.598425328236239e-06,14.801101692402739
0,3.24287854041717,26.061586874122234,9.175274845804512e-07,9.768155444022296
0,11.50567744940544,27.399465221573838,8.422465143347652e-07,12.968381171075263
0,10.809466130703553,30.97259822339048,6.816269869650986e-07,13.927355011907006
0,4.320672408225505,17.91446728709006,2.3352697920965243e-07,7.411713309614181
0,13.12376290816856,15.89414889331618,2.409547122601715e-07,9.672637347479817
0,4.459308969182323,20.40989376276575,8.793321492679585e-07,8.289734537093407
0,36.58385840411743,28.85865145568525,4.619741305805864e-06,21.81417149318133
0,9.08044944142892,17.647360144922725,2.903493547950131e-07,8.909269958900333
0,30.96867633847202,6.635183671059858,8.837524717998437e-07,12.53462029776145
0,16.88373525520494,17.187330032706253,8.978470441736156e-07,11.357022061919414
0,5.599303392441115,13.125394965506484,3.8309385416525044e-07,6.241566247013818
0,18.542455204711302,25.74765452358192,1.0955181226054818e-06,14.763370274603782
0,38.89005138606274,15.727504691443425,7.034537141665929e-06,18.205854370681102
0,9.693082149836979,15.432082932885846,4.740383500671591e-07,8.375055185587058
0,25.16362510181206,40.926808791786954,9.313660918954464e-07,22.030144941655035
0,15.853455103556449,11.46796731998127,1.2389310273429904e-06,9.107141220822916
0,6.413882136537091,25.861182400267058,1.6000959807311628e-06,10.75835537896671
0,6.980610629777064,20.27713354795171,3.7747091819159165e-07,9.08591485173323
0,40.97728564702402,38.377814554812765,1.3317187212984566e-06,26.45170051118517
0,9.133079477755723,21.85856176888826,1.6579043124820727e-06,10.330547634849433
0,7.294966560603518,15.417301452878476,5.0176705680805e-07,7.570756171749685
0,14.361598936774072,25.892788731967993,4.11250268874036e-07,13.418129359997446
