true_label,iso_forest_score,oc_svm_score
0,0.5321672449668751,0.15081924890489928
0,0.48873457749846727,-0.04566682958120111
0,0.39139915909290984,-0.03149418956695127
0,0.395134551586355,-0.05236934979492053
0,0.420503775964047,-0.042497433537072166
0,0.39814668682786003,-0.02515174494602146
0,0.4122387862850175,-0.024907625213937495
0,0.3748795582721827,-0.04449565204362077
0,0.39340055920421063,-0.021298917953226776
0,0.4074822563544809,-0.04151072170915038
0,0.3808544623982363,-0.02730831672226461
0,0.3676878360617482,-0.05696310069728949
0,0.4495591191361967,-0.015055379877163017
0,0.5527920569002539,0.09597630919460418
0,0.48022052620328803,-0.03931958187548831
0,0.4129423200956999,-0.05095563098025435
0,0.39130522762487197,-0.021350458275523898
0,0.403685978433032,-0.010481551197712546
0,0.3975171510471867,-0.03626767571341233
0,0.3881346766359344,-0.046028263789277435
0,0.42386129914641296,-0.028034495362200734
0,0.5132852284828698,0.006036587588719111
0,0.493272642558322,-0.07139273380212252
0,0.4084104633511955,-0.06293464987748659
0,0.4326745176559165,-0.018074446710766023
0,0.3747701989437395,-0.03797249032071204
0,0.3915731178702212,-0.03269184167700462
0,0.40341157633926095,-0.023993002654259243
0,0.405730526581711,-0.021622348058820656
0,0.3916636117134096,-0.04492295530808871
0,0.40515810492203963,-0.045705522136803844
0,0.3877432418085652,-0.031656405096340684
0,0.3798328452260388,-0.03934749160651674
0,0.38770897851490704,-0.054212690729567636
0,0.38363785942044004,-0.026110011709645664
0,0.42281169478599,-0.024559329873192093
0,0.504066644359652,-0.013047501002057843
0,0.3907021202621266,-0.0403619308101546
0,0.4206637934808469,-0.00513175252629966
0,0.36693471464094196,-0.055879276958565205
0,0.3683665341463753,-0.0551517624102823
0,0.3999723271786237,-0.048639132075009694
0,0.38506056124169985,-0.053103166181784955
0,0.3930780166791265,-0.05725994430160164
0,0.4249526447828327,-0.04300213024825708
0,0.4079622380328225,-0.02631520571510898
0,0.4356450461366312,0.0018956120266769294
0,0.49501126630766024,-0.05984152923207209
0,0.40892560280628887,-0.03644986381414356
0,0.3999183524043568,-0.05017776221160075
0,0.3783011370100376,-0.03648382848021786
0,0.3976951814060552,-0.011470522839121866
0,0.37271463763950563,-0.04633230022739415
0,0.4157375864534241,-0.018245502372083805
0,0.3978602468728181,-0.024075375813462113
0,0.3872580882233305,-0.05231961206675895
0,0.42449092711496067,-0.021390651062746513
0,0.37737338932318987,-0.02281256603324397
0,0.4039709534011419,-0.018688673189043242
0,0.4017298816571805,-0.007674803620381226
0,0.3808427574849482,-0.047925348693795056
0,0.4091794949797393,-0.05415280321756488
0,0.38128902210474735,-0.04023341511413134
0,0.48469644754040364,-0.014190859407490958
0,0.39616425762452917,-0.0487486830681923
0,0.46662143852161847,-0.08269275268120413
0,0.42128267049364926,-0.0501666856029519
0,0.38495861095171185,-0.06268724473236781
0,0.4266220126016099,-0.023780235011834072
0,0.49211997512337424,-0.054666469376330074
0,0.3981362937224193,-0.05557708107615866
0,0.4479352495021928,0.02300817873811925
0,0.417966246766829,-0.06779612030403798
0,0.38758070191402033,-0.023430295273911772
0,0.3894049744855522,-0.04064263685010533
0,0.49883868480191,0.015151127225334488
0,0.39633367125531527,-0.0357680228492436
0,0.3904168715564522,-0.055622643693825025
0,0.4131640313882218,-0.02333287152430011
0,0.41086521970670786,-0.0461668983594854
0,0.4625319732652291,-0.005499874570365881
0,0.3948867196092981,-0.04180769689058794
0,0.3890686852218794,-0.03278760453897339
0,0.3817630727970408,-0.04019296207625042
0,0.48257981240551634,0.045329755704401425
0,0.37835246416820056,-0.04595453793166371
0,0.4129844592421377,-0.02813227765667009
0,0.46283926406940623,-0.0377805873677699
0,0.4099885019392037,-0.016916141704842902
0,0.5052927150243535,-0.03800405497954665
0,0.5075529577586494,0.00986662377179337
0,0.48109355740407794,-0.027023211698065763
0,0.44535182293295955,-0.0566006785261976
0,0.6241093070517317,0.17996576884417664
0,0.42088372682850966,-0.018000190798269255
0,0.3856774601268487,-0.035433132766101855
0,0.3846149579266393,-0.058249065394084754
0,0.3876607432836043,-0.034326668481243106
0,0.42905672594619654,-0.026366671392028557
0,0.4033645083430243,-0.01331350058928929
0,0.43910763050182106,-0.021650064789197482
0,0.5728551788615245,0.10072429110545573
0,0.48203305168737215,-0.025514445572781375
0,0.4492959550984861,-0.04758892499455397
0,0.41183487460196005,-0.013492810161115448
0,0.4673861132994866,-0.05808862606193438
0,0.41377958173998536,-0.04843871151007778
0,0.4025468698205159,-0.011836249058671644
0,0.3973882485596533,-0.027595267935728085
0,0.3700737013038894,-0.04101142286533088
0,0.3856471049379558,-0.0327506601163291
0,0.48505982049913926,-0.014506808008859784
0,0.44302397988174663,-0.05303939084176729
0,0.6524836818490776,0.20191637656634723
0,0.45737214632273177,-0.043683392074461674
0,0.3806634591617636,-0.05669922442216235
0,0.4041599524113804,-0.011705544951785357
0,0.42592578384392954,-0.031774339226873616
0,0.40019918082292183,-0.007530526389451675
0,0.5665988603127534,-0.02819205918608597
0,0.3825102993575599,-0.04403998156939151
0,0.4928065653320043,0.012643196914246702
0,0.47759596054972053,0.0017004125793531888
0,0.41668637299748446,-0.015218718331168224
0,0.5303128601491922,0.023968020017540115
0,0.40410698767278475,-0.024578362947642624
0,0.4642562672748896,-0.04902653436147092
0,0.4710988379455615,-0.029330171351746342
0,0.4174032655979449,-0.04488386730980873
0,0.46092592155525275,0.0001825689196213176
0,0.37995777872140735,-0.06488832665574906
0,0.4929971754523429,-0.019102463118783497
0,0.4518712017925501,-0.014048780274087652
0,0.46815724250421775,-0.039993034772182606
0,0.4079021008077047,-0.015132483230218569
0,0.5104160434922224,0.02504319592689172
0,0.48928957912099863,0.03756330139346978
0,0.6067297339099482,0.1491543732817939
0,0.4306498368479738,-0.04764274549732539
0,0.4026089647367154,-0.05826830343523287
0,0.4022286304261344,-0.03468113483523089
